antecedents,consequents,antecedent support,consequent support,support,confidence,lift,leverage,conviction,zhangs_metric
frozenset({'eyeLookInRight'}),frozenset({'Surprise'}),0.22420907840440166,0.11829436038514443,0.028427326914259515,0.12678936605316973,1.0718124316355162,0.0019046573918681219,1.0097284725331719,0.08636467627545183
frozenset({'eyeLookOutLeft'}),frozenset({'Surprise'}),0.23016964695093994,0.11829436038514443,0.027510316368638238,0.1195219123505976,1.0103770962660983,0.0002825452025022879,1.0013941879788633,0.013341274568195212
frozenset({'eyeLookOutRight'}),frozenset({'Surprise'}),0.11508482347546997,0.11829436038514443,0.016964695093993582,0.14741035856573706,1.2461317520615214,0.003350809510925607,1.0341500726323773,0.22320403304859265
frozenset({'eyeLookUpLeft'}),frozenset({'Surprise'}),0.14442916093535077,0.11829436038514443,0.02384227418615314,0.16507936507936508,1.3954964931709117,0.0067571189723427336,1.0560352717820514,0.33125154588177086
frozenset({'eyeLookUpRight'}),frozenset({'Surprise'}),0.13204951856946354,0.11829436038514443,0.022925263640531865,0.1736111111111111,1.4676195090439275,0.007304550302190923,1.0669379168448674,0.36709984152139463
frozenset({'mouthPucker'}),frozenset({'Surprise'}),0.16552040348464006,0.11829436038514443,0.04401650618982118,0.2659279778393352,2.248019068479031,0.024436375928914657,1.2011159845319355,0.6652815934065934
"frozenset({'browDownLeft', 'browDownRight'})",frozenset({'Angry'}),0.0380559376432829,0.1829436038514443,0.011462631820265932,0.3012048192771084,1.6464353655222392,0.0045005414398579194,1.169235877247071,0.4081601525262154
frozenset({'browDownLeft'}),"frozenset({'Angry', 'browDownRight'})",0.049060064190738197,0.014213663457129757,0.011462631820265932,0.23364485981308408,16.438046427494722,0.010765308578673596,1.2863309513425256,0.9876181292189006
"frozenset({'eyeSquintLeft', 'browDownLeft'})",frozenset({'Angry'}),0.03851444291609354,0.1829436038514443,0.01192113709307657,0.30952380952380953,1.6919083422842822,0.00487516610567569,1.1833230564910118,0.4253328931440519
"frozenset({'browDownLeft', 'eyeSquintRight'})",frozenset({'Angry'}),0.03484640073360844,0.1829436038514443,0.01054562127464466,0.3026315789473684,1.6542342698852395,0.00417069514318672,1.171628039760193,0.4097696994733038
"frozenset({'eyeSquintLeft', 'browDownRight'})",frozenset({'Angry'}),0.03851444291609354,0.1829436038514443,0.012379642365887207,0.3214285714285714,1.7569817400644467,0.005333671378486326,1.204083110113661,0.44810046097599743
frozenset({'eyeSquintLeft'}),"frozenset({'Angry', 'browDownRight'})",0.5694635488308115,0.014213663457129757,0.012379642365887207,0.021739130434782608,1.52945301542777,0.004285479131703275,1.0076926995771562,0.8040468583599574
"frozenset({'eyeSquintRight', 'browDownRight'})",frozenset({'Angry'}),0.033470884915176524,0.1829436038514443,0.01054562127464466,0.31506849315068497,1.722216500154496,0.004422336964165323,1.1929023383768915,0.43387509281412434
frozenset({'eyeSquintRight'}),"frozenset({'Angry', 'browDownRight'})",0.4167812929848693,0.014213663457129757,0.01054562127464466,0.025302530253025306,1.7801554348983288,0.004621632240930331,1.0113767267691525,0.7514356029532404
frozenset({'browInnerUp'}),"frozenset({'Angry', 'browOuterUpRight'})",0.2718936267767079,0.033470884915176524,0.017881705639614855,0.0657672849915683,1.9649102543371295,0.008781185348601707,1.034569973366968,0.6744493961118647
frozenset({'browOuterUpLeft'}),"frozenset({'Angry', 'browOuterUpRight'})",0.33837689133425036,0.033470884915176524,0.021549747822099955,0.06368563685636856,1.9027174518320527,0.010223973834296069,1.0322698797866854,0.7170787809085682
"frozenset({'eyeLookDownRight', 'eyeLookDownLeft'})",frozenset({'Angry'}),0.09032553874369555,0.1829436038514443,0.017881705639614855,0.19796954314720813,1.0821342696843632,0.001357226062019934,1.0187348736788955,0.08343672456575685
frozenset({'eyeLookDownRight'}),"frozenset({'Angry', 'eyeLookDownLeft'})",0.12150389729481889,0.02063273727647868,0.017881705639614855,0.1471698113207547,7.132830188679246,0.015374747648662609,1.1483731177952794,0.9787216958406939
frozenset({'eyeLookDownLeft'}),"frozenset({'Angry', 'eyeLookDownRight'})",0.10866574965612105,0.022925263640531865,0.017881705639614855,0.16455696202531644,7.177974683544304,0.015390514680052245,1.1695288510969393,0.9656141183918963
"frozenset({'eyeLookOutLeft', 'eyeLookInRight'})",frozenset({'Angry'}),0.21091242549289316,0.1829436038514443,0.03897294818890417,0.18478260869565216,1.0100523046747303,0.0003878689721850681,1.0022558459422284,0.012612366271319798
frozenset({'eyeLookOutLeft'}),"frozenset({'Angry', 'eyeLookInRight'})",0.23016964695093994,0.04126547455295736,0.03897294818890417,0.1693227091633466,4.103253652058433,0.02947488847978698,1.154160028236008,0.9824125004379358
"frozenset({'eyeSquintLeft', 'eyeLookInRight'})",frozenset({'Angry'}),0.09766162310866575,0.1829436038514443,0.02063273727647868,0.2112676056338028,1.1548236789155988,0.0027661679869978757,1.0359107879740617,0.14857723577235776
"frozenset({'eyeSquintRight', 'eyeLookInRight'})",frozenset({'Angry'}),0.06785878037597433,0.1829436038514443,0.016506189821182942,0.2432432432432432,1.3296078032920136,0.004091859986238533,1.0796816663391628,0.26594523692408584
"frozenset({'eyeLookOutLeft', 'eyeSquintLeft'})",frozenset({'Angry'}),0.10224667583677212,0.1829436038514443,0.02200825309491059,0.21524663677130046,1.1765737212987626,0.003302877735501114,1.0411632933778738,0.16716675178753848
"frozenset({'eyeLookOutLeft', 'eyeSquintRight'})",frozenset({'Angry'}),0.07336084364970197,0.1829436038514443,0.01742320036680422,0.23750000000000002,1.2982142857142858,0.004002303247945399,1.071549371998106,0.24789708065314203
"frozenset({'eyeLookUpLeft', 'eyeLookUpRight'})",frozenset({'Angry'}),0.12012838147638698,0.1829436038514443,0.030261348005502064,0.2519083969465649,1.3769729667680655,0.008284628973370747,1.0921876315863348,0.3111469041641007
frozenset({'eyeLookUpLeft'}),"frozenset({'Angry', 'eyeLookUpRight'})",0.14442916093535077,0.03255387436955525,0.030261348005502064,0.2095238095238095,6.436217303822937,0.02555961924511238,1.2238776288095987,0.9872113417129494
"frozenset({'eyeSquintLeft', 'eyeLookUpLeft'})",frozenset({'Angry'}),0.09032553874369555,0.1829436038514443,0.024759284731774415,0.27411167512690354,1.4983397580245028,0.008234805154179493,1.1255951751137445,0.3656193996415771
"frozenset({'eyeSquintRight', 'eyeLookUpLeft'})",frozenset({'Angry'}),0.04951856946354883,0.1829436038514443,0.012379642365887207,0.25,1.3665413533834587,0.0033205368106575036,1.0894085281980743,0.28219971056439935
"frozenset({'eyeSquintLeft', 'eyeLookUpRight'})",frozenset({'Angry'}),0.07657038055937643,0.1829436038514443,0.02246675836772123,0.29341317365269465,1.6038449416955565,0.008458696999912337,1.156342526752617,0.4077174067243582
frozenset({'eyeSquintLeft'}),"frozenset({'Angry', 'eyeLookUpRight'})",0.5694635488308115,0.03255387436955525,0.02246675836772123,0.039452495974235106,1.2119139960536165,0.003928513541041897,1.007181968175199,0.40614200951946255
"frozenset({'eyeSquintRight', 'eyeLookUpRight'})",frozenset({'Angry'}),0.051811095827602016,0.1829436038514443,0.012838147638697846,0.24778761061946905,1.354448067070331,0.0033596390485038045,1.08620438546808,0.2759912959381045
"frozenset({'eyeSquintLeft', 'mouthPucker'})",frozenset({'Angry'}),0.0614397065566254,0.1829436038514443,0.014672168729940394,0.23880597014925373,1.3053529345752442,0.003432167392896132,1.0733878145481026,0.24923668783585737
"frozenset({'mouthLowerDownRight', 'mouthLowerDownLeft'})",frozenset({'Angry'}),0.05456212746446584,0.1829436038514443,0.019715726730857405,0.36134453781512604,1.9751690149744108,0.009733934498706158,1.279338304495765,0.522206933886721
frozenset({'mouthLowerDownLeft'}),"frozenset({'Angry', 'mouthLowerDownRight'})",0.06464924346629987,0.0270518110958276,0.019715726730857405,0.3049645390070922,11.27335016227912,0.017966847609118895,1.399854026892738,0.974281805745554
frozenset({'mouthLowerDownRight'}),"frozenset({'Angry', 'mouthLowerDownLeft'})",0.07381934892251261,0.023383768913342505,0.019715726730857405,0.2670807453416149,11.421629521373767,0.01798955213431997,1.332501806821626,0.9851715404098549
"frozenset({'browInnerUp', 'browOuterUpLeft'})",frozenset({'Fear'}),0.18890417239798257,0.07473635946813388,0.026593305823016965,0.1407766990291262,1.8836440526535232,0.012475295689651006,1.0768605081896294,0.5783707919923589
frozenset({'browInnerUp'}),"frozenset({'Fear', 'browOuterUpLeft'})",0.2718936267767079,0.03622191655204035,0.026593305823016965,0.09780775716694773,2.700236941533076,0.016744797562879447,1.068262436419888,0.8647941457482845
"frozenset({'browInnerUp', 'browOuterUpRight'})",frozenset({'Fear'}),0.1361760660247593,0.07473635946813388,0.01742320036680422,0.12794612794612795,1.7119662886534053,0.007245896945421475,1.0610166070963871,0.4814364733489776
frozenset({'browInnerUp'}),"frozenset({'Fear', 'browOuterUpRight'})",0.2718936267767079,0.02200825309491059,0.01742320036680422,0.06408094435075885,2.9116779089376053,0.011439296613809272,1.0449533439904828,0.9017300808696805
"frozenset({'browInnerUp', 'mouthPucker'})",frozenset({'Fear'}),0.07565337001375516,0.07473635946813388,0.01192113709307657,0.15757575757575756,2.108421639709983,0.006267079636752824,1.0983345373219995,0.5687385531135531
frozenset({'browInnerUp'}),"frozenset({'Fear', 'mouthPucker'})",0.2718936267767079,0.020174232003668042,0.01192113709307657,0.04384485666104553,2.1733098267668254,0.0064358919861645355,1.0247560501266753,0.7414745204417748
"frozenset({'browOuterUpLeft', 'browOuterUpRight'})",frozenset({'Fear'}),0.14947271893626776,0.07473635946813388,0.018340210912425492,0.12269938650306748,1.6417629568293877,0.007169164059325243,1.054671142704155,0.45959568733153644
frozenset({'browOuterUpLeft'}),"frozenset({'Fear', 'browOuterUpRight'})",0.33837689133425036,0.02200825309491059,0.018340210912425492,0.05420054200542005,2.4627371273712737,0.01089312664647225,1.0340371192205673,0.8977130977130976
frozenset({'browOuterUpRight'}),"frozenset({'Fear', 'browOuterUpLeft'})",0.2209995414947272,0.03622191655204035,0.018340210912425492,0.08298755186721991,2.2910867167393243,0.010335183962364304,1.0509978195065985,0.7233961153619776
"frozenset({'mouthPucker', 'browOuterUpLeft'})",frozenset({'Fear'}),0.08528198074277854,0.07473635946813388,0.01192113709307657,0.13978494623655915,1.8703740352265983,0.005547472324129802,1.0756189821182944,0.5087333718912666
frozenset({'mouthPucker'}),"frozenset({'Fear', 'browOuterUpLeft'})",0.16552040348464006,0.03622191655204035,0.01192113709307657,0.07202216066481995,1.9883586381009153,0.00592567085039589,1.0385787705215326,0.5956677937447169
frozenset({'browOuterUpLeft'}),"frozenset({'Fear', 'mouthPucker'})",0.33837689133425036,0.020174232003668042,0.01192113709307657,0.03523035230352303,1.7463045084996303,0.005094643182619434,1.0156059224456362,0.6459299536222614
"frozenset({'eyeLookDownRight', 'eyeLookDownLeft'})",frozenset({'Fear'}),0.09032553874369555,0.07473635946813388,0.01054562127464466,0.11675126903553301,1.562174955622684,0.003795019341942975,1.0475686045102164,0.3955995792426369
frozenset({'eyeLookDownRight'}),"frozenset({'Fear', 'eyeLookDownLeft'})",0.12150389729481889,0.01192113709307657,0.01054562127464466,0.08679245283018869,7.280551523947751,0.009097156657650029,1.08198718458816,0.981959698647545
frozenset({'eyeLookDownLeft'}),"frozenset({'Fear', 'eyeLookDownRight'})",0.10866574965612105,0.013755158184319119,0.01054562127464466,0.09704641350210971,7.055274261603376,0.009050906698907093,1.0922431192070858,0.9628958668813741
"frozenset({'eyeLookOutLeft', 'eyeLookInRight'})",frozenset({'Fear'}),0.21091242549289316,0.07473635946813388,0.016506189821182942,0.07826086956521738,1.0471592424646572,0.0007433629732500752,1.0038237609543832,0.05707276131448126
frozenset({'eyeLookOutLeft'}),"frozenset({'Fear', 'eyeLookInRight'})",0.23016964695093994,0.01925722145804677,0.016506189821182942,0.07171314741035856,3.7239612976664764,0.012073761956928252,1.056508315081675,0.950168751240818
frozenset({'eyeLookInRight'}),"frozenset({'Fear', 'eyeLookOutLeft'})",0.22420907840440166,0.017881705639614855,0.016506189821182942,0.07361963190184048,4.117036337895233,0.012496949079426105,1.0601674303360449,0.9759160756501182
frozenset({'eyeSquintRight'}),"frozenset({'Fear', 'eyeSquintLeft'})",0.4167812929848693,0.0270518110958276,0.01192113709307657,0.028602860286028604,1.0573362420987862,0.0006464482869751077,1.0015967199477835,0.0929789550072569
frozenset({'eyeSquintLeft'}),"frozenset({'Fear', 'eyeSquintRight'})",0.5694635488308115,0.015130674002751032,0.01192113709307657,0.02093397745571659,1.3835456009369054,0.003304769779267868,1.0059273872439007,0.6438928483656918
frozenset({'browInnerUp'}),"frozenset({'Happy', 'browOuterUpLeft'})",0.2718936267767079,0.06648326455754242,0.03255387436955525,0.1197301854974705,1.800907134965401,0.014477498449049681,1.0604893182325237,0.6107957569092135
frozenset({'browInnerUp'}),"frozenset({'Happy', 'browOuterUpRight'})",0.2718936267767079,0.039889958734525444,0.02109124254928932,0.07757166947723441,1.9446415072396352,0.010245416996985977,1.0408505566186954,0.6671640565107876
"frozenset({'browInnerUp', 'eyeSquintLeft'})",frozenset({'Happy'}),0.0687757909215956,0.23613021549747823,0.016964695093993582,0.2466666666666667,1.0446213592233011,0.000724652762667706,1.0139864396051175,0.04587009461455546
frozenset({'browOuterUpLeft'}),"frozenset({'Happy', 'browOuterUpRight'})",0.33837689133425036,0.039889958734525444,0.02521779000458505,0.07452574525745256,1.8682833380057937,0.011719949772544805,1.037424905496223,0.7024381024381025
frozenset({'browOuterUpRight'}),"frozenset({'Happy', 'browOuterUpLeft'})",0.2209995414947272,0.06648326455754242,0.02521779000458505,0.11410788381742737,1.7163399627986833,0.010525019020295531,1.053758937899917,0.5357697041040184
frozenset({'browOuterUpLeft'}),"frozenset({'Happy', 'eyeLookInRight'})",0.33837689133425036,0.04309949564419991,0.016047684548372305,0.04742547425474254,1.1003719079743988,0.0014638111942138748,1.004541354501537,0.13786753786753758
frozenset({'eyeLookInRight'}),"frozenset({'Happy', 'browOuterUpLeft'})",0.22420907840440166,0.06648326455754242,0.016047684548372305,0.07157464212678936,1.0765813412312248,0.0011415330726096996,1.0054838846505765,0.09169199594731489
"frozenset({'eyeSquintLeft', 'browOuterUpLeft'})",frozenset({'Happy'}),0.09949564419990829,0.23613021549747823,0.02567629527739569,0.2580645161290323,1.0928906984027562,0.0021823673714109273,1.0295636225903553,0.09438645621181274
"frozenset({'browOuterUpLeft', 'eyeSquintRight'})",frozenset({'Happy'}),0.04218248509857864,0.23613021549747823,0.013296652911508482,0.3152173913043478,1.334930350358801,0.0033360936149619443,1.1154923837179682,0.26194681500800565
"frozenset({'eyeSquintLeft', 'browOuterUpRight'})",frozenset({'Happy'}),0.05639614855570839,0.23613021549747823,0.015130674002751032,0.2682926829268293,1.136206488278475,0.0018138392910638148,1.0439553721534465,0.1270430250022087
frozenset({'eyeLookDownRight'}),"frozenset({'Happy', 'eyeLookDownLeft'})",0.12150389729481889,0.016964695093993582,0.012838147638697846,0.10566037735849057,6.228250892401836,0.010776871068359332,1.0991744970468005,0.9555435430957352
frozenset({'eyeLookDownLeft'}),"frozenset({'Happy', 'eyeLookDownRight'})",0.10866574965612105,0.01742320036680422,0.012838147638697846,0.11814345991561181,6.780812791472352,0.010944842509430262,1.114213882837643,0.9564594356261023
frozenset({'eyeLookOutRight'}),"frozenset({'Happy', 'eyeLookInLeft'})",0.11508482347546997,0.020174232003668042,0.019715726730857405,0.17131474103585656,8.491760231800072,0.01739397880196209,1.1823859027263428,0.9969755392215929
frozenset({'eyeLookInLeft'}),"frozenset({'Happy', 'eyeLookOutRight'})",0.10499770747363595,0.020174232003668042,0.019715726730857405,0.18777292576419213,9.307562524811432,0.017597478620431005,1.20634462833957,0.9972717308425467
